tgl,ot,lat,lon,depth,mag,remark,datetime,year,month,day,hour,minute,elliptic_anomaly,anomaly_elliptic
2015/07/19,21:02:40.561,-4.47,125.52,437,4.6,Banda Sea,2015-07-19 21:02:40.561,2015,7,19,21,2,-1,Anomaly
2015/07/28,18:51:07.099,4.87,123.16,579,4.6,Celebes Sea,2015-07-28 18:51:07.099,2015,7,28,18,51,-1,Anomaly
2015/08/05,17:59:10.130,3.02,123.1,471,4.4,Celebes Sea,2015-08-05 17:59:10.130,2015,8,5,17,59,-1,Anomaly
2015/08/10,11:49:30.203,-7.54,120.22,619,4.5,Flores Sea,2015-08-10 11:49:30.203,2015,8,10,11,49,-1,Anomaly
2015/08/17,00:05:47.920,-7.14,122.38,539,3.9,Flores Sea,2015-08-17 00:05:47.920,2015,8,17,0,5,-1,Anomaly
2015/08/18,00:15:46.817,4.59,124.02,448,4.9,Celebes Sea,2015-08-18 00:15:46.817,2015,8,18,0,15,-1,Anomaly
2015/08/24,15:59:57.627,-7.37,120.39,567,4.2,Flores Sea,2015-08-24 15:59:57.627,2015,8,24,15,59,-1,Anomaly
2015/08/24,01:59:02.877,-7.22,123.7,571,4.7,Banda Sea,2015-08-24 01:59:02.877,2015,8,24,1,59,-1,Anomaly
2015/09/02,02:18:04.307,-6.95,125.11,517,4.0,Banda Sea,2015-09-02 02:18:04.307,2015,9,2,2,18,-1,Anomaly
2015/09/26,17:23:27.616,5.27,123.87,522,5.1,Mindanao - Philippines,2015-09-26 17:23:27.616,2015,9,26,17,23,-1,Anomaly
2015/09/29,14:51:35.099,-6.0,126.28,692,3.8,Banda Sea,2015-09-29 14:51:35.099,2015,9,29,14,51,-1,Anomaly
2015/10/08,09:13:02.989,-7.52,120.18,524,4.5,Flores Sea,2015-10-08 09:13:02.989,2015,10,8,9,13,-1,Anomaly
2015/10/12,10:11:32.935,2.5,123.11,437,4.4,Celebes Sea,2015-10-12 10:11:32.935,2015,10,12,10,11,-1,Anomaly
2015/10/27,13:27:40.453,-7.04,125.52,540,4.7,Banda Sea,2015-10-27 13:27:40.453,2015,10,27,13,27,-1,Anomaly
2015/11/05,11:52:50.627,4.72,123.15,553,4.5,Celebes Sea,2015-11-05 11:52:50.627,2015,11,5,11,52,-1,Anomaly
2015/11/06,16:46:28.930,3.4,123.22,462,3.9,Celebes Sea,2015-11-06 16:46:28.930,2015,11,6,16,46,-1,Anomaly
2015/11/28,20:21:09.118,2.91,122.51,517,4.7,Celebes Sea,2015-11-28 20:21:09.118,2015,11,28,20,21,-1,Anomaly
2015/12/05,06:51:34.799,-4.35,106.79,637,4.3,Southern Sumatra - Indonesia,2015-12-05 06:51:34.799,2015,12,5,6,51,-1,Anomaly
2015/12/06,06:25:43.931,5.41,124.1,451,4.4,Mindanao - Philippines,2015-12-06 06:25:43.931,2015,12,6,6,25,-1,Anomaly
2015/12/07,19:10:20.892,4.15,122.7,574,4.1,Celebes Sea,2015-12-07 19:10:20.892,2015,12,7,19,10,-1,Anomaly
2015/12/11,15:28:52.225,-7.15,124.8,548,4.1,Banda Sea,2015-12-11 15:28:52.225,2015,12,11,15,28,-1,Anomaly
2015/12/12,07:09:09.203,-7.39,119.88,430,3.6,Flores Sea,2015-12-12 07:09:09.203,2015,12,12,7,9,-1,Anomaly
2015/12/14,14:17:54.359,-7.08,125.19,501,3.7,Banda Sea,2015-12-14 14:17:54.359,2015,12,14,14,17,-1,Anomaly
2015/12/16,13:27:51.151,-7.32,120.39,555,3.2,Flores Sea,2015-12-16 13:27:51.151,2015,12,16,13,27,-1,Anomaly
2016/01/05,00:41:24.634,-7.38,120.27,578,4.4,Flores Sea,2016-01-05 00:41:24.634,2016,1,5,0,41,-1,Anomaly
2016/01/06,11:33:51.913,-7.54,119.94,620,4.6,Flores Sea,2016-01-06 11:33:51.913,2016,1,6,11,33,-1,Anomaly
2016/01/11,16:31:37.668,-7.51,123.57,476,4.1,Banda Sea,2016-01-11 16:31:37.668,2016,1,11,16,31,-1,Anomaly
2016/01/14,23:27:07.819,-7.22,126.06,429,4.0,Banda Sea,2016-01-14 23:27:07.819,2016,1,14,23,27,-1,Anomaly
2016/01/14,19:34:56.768,1.73,125.33,553,3.3,Northern Molucca Sea,2016-01-14 19:34:56.768,2016,1,14,19,34,-1,Anomaly
2016/01/16,19:24:29.562,-6.99,126.99,442,4.0,Banda Sea,2016-01-16 19:24:29.562,2016,1,16,19,24,-1,Anomaly
2016/01/28,01:27:11.913,4.72,123.75,476,4.7,Celebes Sea,2016-01-28 01:27:11.913,2016,1,28,1,27,-1,Anomaly
2016/01/30,01:59:20.142,3.19,125.24,501,4.8,Talaud Islands - Indonesia,2016-01-30 01:59:20.142,2016,1,30,1,59,-1,Anomaly
2016/02/02,16:33:00.623,-7.26,123.97,546,3.6,Banda Sea,2016-02-02 16:33:00.623,2016,2,2,16,33,-1,Anomaly
2016/02/08,23:20:48.582,2.44,110.64,425,4.2,South China Sea,2016-02-08 23:20:48.582,2016,2,8,23,20,-1,Anomaly
2016/02/16,08:58:35.755,-6.77,114.58,562,4.2,Bali Sea,2016-02-16 08:58:35.755,2016,2,16,8,58,-1,Anomaly
2016/02/23,08:40:35.708,-7.51,121.19,547,4.0,Flores Sea,2016-02-23 08:40:35.708,2016,2,23,8,40,-1,Anomaly
2016/03/01,13:59:25.830,-7.19,124.7,559,4.0,Banda Sea,2016-03-01 13:59:25.830,2016,3,1,13,59,-1,Anomaly
2016/03/04,18:01:11.105,-6.12,110.55,598,3.9,Java - Indonesia,2016-03-04 18:01:11.105,2016,3,4,18,1,-1,Anomaly
2016/03/07,18:51:00.202,-7.13,125.69,503,4.1,Banda Sea,2016-03-07 18:51:00.202,2016,3,7,18,51,-1,Anomaly
2016/03/08,18:13:00.299,-7.42,122.21,598,3.8,Flores Sea,2016-03-08 18:13:00.299,2016,3,8,18,13,-1,Anomaly
2016/03/09,16:37:14.883,-5.75,110.15,525,4.5,Java Sea,2016-03-09 16:37:14.883,2016,3,9,16,37,-1,Anomaly
2016/03/09,00:54:08.192,3.92,122.42,574,4.3,Celebes Sea,2016-03-09 00:54:08.192,2016,3,9,0,54,-1,Anomaly
2016/03/09,00:39:28.041,-7.26,125.22,500,4.1,Banda Sea,2016-03-09 00:39:28.041,2016,3,9,0,39,-1,Anomaly
2016/03/20,18:02:00.509,-7.55,120.28,528,3.6,Flores Sea,2016-03-20 18:02:00.509,2016,3,20,18,2,-1,Anomaly
2016/03/20,10:02:14.813,-7.35,120.92,487,3.8,Flores Sea,2016-03-20 10:02:14.813,2016,3,20,10,2,-1,Anomaly
2016/03/22,18:41:04.542,-7.14,116.22,502,3.2,Bali Sea,2016-03-22 18:41:04.542,2016,3,22,18,41,-1,Anomaly
2016/03/23,19:04:21.916,4.81,123.22,564,4.4,Celebes Sea,2016-03-23 19:04:21.916,2016,3,23,19,4,-1,Anomaly
2016/03/27,04:57:09.501,-7.49,121.21,536,3.7,Flores Sea,2016-03-27 04:57:09.501,2016,3,27,4,57,-1,Anomaly
2016/03/28,16:08:51.853,-7.53,120.37,517,4.4,Flores Sea,2016-03-28 16:08:51.853,2016,3,28,16,8,-1,Anomaly
2016/03/29,08:18:34.216,5.46,124.21,470,4.8,Mindanao - Philippines,2016-03-29 08:18:34.216,2016,3,29,8,18,-1,Anomaly
2016/03/31,17:42:26.269,-6.92,126.62,435,3.7,Banda Sea,2016-03-31 17:42:26.269,2016,3,31,17,42,-1,Anomaly
2016/04/05,16:41:03.890,-4.55,130.49,555,4.5,Banda Sea,2016-04-05 16:41:03.890,2016,4,5,16,41,-1,Anomaly
2016/04/10,18:49:07.598,3.19,122.68,531,4.4,Celebes Sea,2016-04-10 18:49:07.598,2016,4,10,18,49,-1,Anomaly
2016/04/13,23:02:28.879,-3.5,130.65,750,3.5,Seram - Indonesia,2016-04-13 23:02:28.879,2016,4,13,23,2,-1,Anomaly
2016/04/15,10:18:18.816,-7.48,121.31,508,3.8,Flores Sea,2016-04-15 10:18:18.816,2016,4,15,10,18,-1,Anomaly
2016/04/28,04:22:36.666,-4.54,125.48,476,4.8,Banda Sea,2016-04-28 04:22:36.666,2016,4,28,4,22,-1,Anomaly
2016/07/16,16:01:35.804,3.05,122.79,493,4.5,Celebes Sea,2016-07-16 16:01:35.804,2016,7,16,16,1,-1,Anomaly
2016/08/01,01:13:22.460,3.46,123.13,497,4.7,Celebes Sea,2016-08-01 01:13:22.460,2016,8,1,1,13,-1,Anomaly
2016/08/15,01:54:22.921,-4.55,125.52,441,4.6,Banda Sea,2016-08-15 01:54:22.921,2016,8,15,1,54,-1,Anomaly
2016/08/23,19:39:44.440,-7.32,122.43,529,6.0,Flores Sea,2016-08-23 19:39:44.440,2016,8,23,19,39,-1,Anomaly
2016/08/23,19:39:44.440,-7.32,122.43,529,6.0,Flores Sea,2016-08-23 19:39:44.440,2016,8,23,19,39,-1,Anomaly
2016/08/24,04:16:49.764,6.0,124.11,523,4.4,Mindanao - Philippines,2016-08-24 04:16:49.764,2016,8,24,4,16,-1,Anomaly
2016/08/29,20:07:35.257,-7.31,123.16,596,4.5,Banda Sea,2016-08-29 20:07:35.257,2016,8,29,20,7,-1,Anomaly
2016/09/02,04:23:03.543,-6.94,125.87,490,4.5,Banda Sea,2016-09-02 04:23:03.543,2016,9,2,4,23,-1,Anomaly
2016/09/03,10:14:52.291,-4.63,125.83,425,3.9,Banda Sea,2016-09-03 10:14:52.291,2016,9,3,10,14,-1,Anomaly
2016/09/17,12:17:28.418,2.31,123.03,433,4.3,Celebes Sea,2016-09-17 12:17:28.418,2016,9,17,12,17,-1,Anomaly
2016/09/21,07:02:09.972,-7.25,121.62,469,4.2,Flores Sea,2016-09-21 07:02:09.972,2016,9,21,7,2,-1,Anomaly
2016/09/23,01:54:25.932,3.64,122.62,532,4.2,Celebes Sea,2016-09-23 01:54:25.932,2016,9,23,1,54,-1,Anomaly
2016/10/10,08:29:32.316,4.07,123.24,537,4.5,Celebes Sea,2016-10-10 08:29:32.316,2016,10,10,8,29,-1,Anomaly
2016/10/19,00:26:00.311,-4.98,108.16,614,6.3,Java Sea,2016-10-19 00:26:00.311,2016,10,19,0,26,-1,Anomaly
2016/10/19,00:26:00.311,-4.98,108.16,614,6.3,Java Sea,2016-10-19 00:26:00.311,2016,10,19,0,26,-1,Anomaly
2016/10/22,20:01:41.385,-6.22,125.12,580,3.9,Banda Sea,2016-10-22 20:01:41.385,2016,10,22,20,1,-1,Anomaly
2016/10/31,14:18:47.446,-7.26,119.8,512,4.4,Flores Sea,2016-10-31 14:18:47.446,2016,10,31,14,18,-1,Anomaly
2016/10/31,14:18:47.446,-7.26,119.8,512,4.4,Flores Sea,2016-10-31 14:18:47.446,2016,10,31,14,18,-1,Anomaly
2016/11/02,05:46:51.217,2.01,123.03,421,4.7,Celebes Sea,2016-11-02 05:46:51.217,2016,11,2,5,46,-1,Anomaly
2016/11/02,05:46:51.217,2.01,123.03,421,4.7,Celebes Sea,2016-11-02 05:46:51.217,2016,11,2,5,46,-1,Anomaly
2016/11/03,16:44:29.570,3.7,122.35,607,4.4,Celebes Sea,2016-11-03 16:44:29.570,2016,11,3,16,44,-1,Anomaly
2016/11/03,16:44:29.570,3.7,122.35,607,4.4,Celebes Sea,2016-11-03 16:44:29.570,2016,11,3,16,44,-1,Anomaly
2016/11/08,17:21:23.364,-5.78,110.0,541,4.3,Java Sea,2016-11-08 17:21:23.364,2016,11,8,17,21,-1,Anomaly
2016/11/14,08:23:56.059,3.62,122.37,592,4.3,Celebes Sea,2016-11-14 08:23:56.059,2016,11,14,8,23,-1,Anomaly
2016/11/16,14:24:22.539,3.32,122.84,528,4.1,Celebes Sea,2016-11-16 14:24:22.539,2016,11,16,14,24,-1,Anomaly
2016/11/19,23:01:13.914,3.65,122.96,546,4.8,Celebes Sea,2016-11-19 23:01:13.914,2016,11,19,23,1,-1,Anomaly
2016/11/19,15:14:00.316,-7.24,125.23,458,4.2,Banda Sea,2016-11-19 15:14:00.316,2016,11,19,15,14,-1,Anomaly
2016/11/26,21:14:40.700,4.45,122.9,420,4.3,Celebes Sea,2016-11-26 21:14:40.700,2016,11,26,21,14,-1,Anomaly
2016/11/26,13:22:28.177,-4.6,125.7,433,4.3,Banda Sea,2016-11-26 13:22:28.177,2016,11,26,13,22,-1,Anomaly
2016/11/26,03:32:36.741,-6.46,113.03,583,4.3,Java - Indonesia,2016-11-26 03:32:36.741,2016,11,26,3,32,-1,Anomaly
2016/12/05,01:13:04.952,-7.36,123.42,527,6.3,Banda Sea,2016-12-05 01:13:04.952,2016,12,5,1,13,-1,Anomaly
2016/12/05,01:13:04.952,-7.36,123.42,527,6.3,Banda Sea,2016-12-05 01:13:04.952,2016,12,5,1,13,-1,Anomaly
2016/12/07,16:25:40.203,0.48,121.02,466,3.5,Minahassa Peninsula - Sulawesi,2016-12-07 16:25:40.203,2016,12,7,16,25,-1,Anomaly
2016/12/22,16:15:26.778,-7.37,121.14,561,4.4,Flores Sea,2016-12-22 16:15:26.778,2016,12,22,16,15,-1,Anomaly
2016/12/23,12:18:16.401,-7.04,125.43,515,4.1,Banda Sea,2016-12-23 12:18:16.401,2016,12,23,12,18,-1,Anomaly
2017/01/01,10:05:01.172,-7.27,120.37,533,4.2,Flores Sea,2017-01-01 10:05:01.172,2017,1,1,10,5,-1,Anomaly
2017/01/05,06:44:35.132,3.55,122.68,557,4.6,Celebes Sea,2017-01-05 06:44:35.132,2017,1,5,6,44,-1,Anomaly
2017/01/10,23:37:24.245,-6.14,125.6,543,4.4,Banda Sea,2017-01-10 23:37:24.245,2017,1,10,23,37,-1,Anomaly
2017/01/10,06:25:40.803,3.75,123.2,630,5.3,Celebes Sea,2017-01-10 06:25:40.803,2017,1,10,6,25,-1,Anomaly
2017/01/10,06:13:47.603,4.39,122.58,629,7.2,Celebes Sea,2017-01-10 06:13:47.603,2017,1,10,6,13,-1,Anomaly
2017/01/10,06:13:47.603,4.39,122.58,629,7.2,Celebes Sea,2017-01-10 06:13:47.603,2017,1,10,6,13,-1,Anomaly
2017/01/14,05:53:04.855,4.14,122.34,700,4.2,Celebes Sea,2017-01-14 05:53:04.855,2017,1,14,5,53,-1,Anomaly
2017/01/31,15:55:57.209,-7.05,125.42,503,5.4,Banda Sea,2017-01-31 15:55:57.209,2017,1,31,15,55,-1,Anomaly
2017/01/31,15:55:57.209,-7.05,125.42,503,5.4,Banda Sea,2017-01-31 15:55:57.209,2017,1,31,15,55,-1,Anomaly
2017/02/02,11:18:36.276,-6.6,115.65,557,5.0,Bali Sea,2017-02-02 11:18:36.276,2017,2,2,11,18,-1,Anomaly
2017/02/02,11:18:36.276,-6.6,115.65,557,5.0,Bali Sea,2017-02-02 11:18:36.276,2017,2,2,11,18,-1,Anomaly
2017/02/08,07:11:05.763,-7.48,121.26,563,4.4,Flores Sea,2017-02-08 07:11:05.763,2017,2,8,7,11,-1,Anomaly
2017/02/17,05:30:17.228,-6.15,127.74,462,4.1,Banda Sea,2017-02-17 05:30:17.228,2017,2,17,5,30,-1,Anomaly
2017/02/18,07:10:48.829,-7.15,125.9,515,4.3,Banda Sea,2017-02-18 07:10:48.829,2017,2,18,7,10,-1,Anomaly
2017/02/19,15:31:48.394,5.71,123.97,508,4.5,Mindanao - Philippines,2017-02-19 15:31:48.394,2017,2,19,15,31,-1,Anomaly
2017/02/20,10:46:19.651,-7.06,125.77,514,4.5,Banda Sea,2017-02-20 10:46:19.651,2017,2,20,10,46,-1,Anomaly
2017/03/01,22:04:30.811,-6.24,113.06,593,4.6,Java - Indonesia,2017-03-01 22:04:30.811,2017,3,1,22,4,-1,Anomaly
2017/03/03,19:57:12.040,-7.17,125.99,489,4.3,Banda Sea,2017-03-03 19:57:12.040,2017,3,3,19,57,-1,Anomaly
2017/03/06,01:39:03.349,5.65,123.97,518,4.7,Mindanao - Philippines,2017-03-06 01:39:03.349,2017,3,6,1,39,-1,Anomaly
2017/03/14,04:36:29.152,-5.72,110.09,538,5.0,Java Sea,2017-03-14 04:36:29.152,2017,3,14,4,36,-1,Anomaly
2017/03/14,04:36:29.152,-5.72,110.09,538,5.0,Java Sea,2017-03-14 04:36:29.152,2017,3,14,4,36,-1,Anomaly
2017/03/18,19:56:09.031,-7.06,125.0,561,4.7,Banda Sea,2017-03-18 19:56:09.031,2017,3,18,19,56,-1,Anomaly
2017/03/26,12:55:56.541,3.32,122.63,538,4.3,Celebes Sea,2017-03-26 12:55:56.541,2017,3,26,12,55,-1,Anomaly
2017/04/02,03:38:26.568,5.25,123.92,481,4.6,Mindanao - Philippines,2017-04-02 03:38:26.568,2017,4,2,3,38,-1,Anomaly
2017/04/03,12:11:21.301,3.27,122.69,535,4.3,Celebes Sea,2017-04-03 12:11:21.301,2017,4,3,12,11,-1,Anomaly
2017/04/07,08:36:13.917,-4.49,125.34,463,4.7,Banda Sea,2017-04-07 08:36:13.917,2017,4,7,8,36,-1,Anomaly
2017/04/17,00:37:44.872,-7.12,124.87,545,4.7,Banda Sea,2017-04-17 00:37:44.872,2017,4,17,0,37,-1,Anomaly
2017/04/23,01:18:29.227,-7.56,120.65,545,4.2,Flores Sea,2017-04-23 01:18:29.227,2017,4,23,1,18,-1,Anomaly
2017/04/24,06:32:40.463,3.87,122.59,618,4.1,Celebes Sea,2017-04-24 06:32:40.463,2017,4,24,6,32,-1,Anomaly
2017/04/28,04:59:18.281,3.07,122.69,518,4.0,Celebes Sea,2017-04-28 04:59:18.281,2017,4,28,4,59,-1,Anomaly
2017/04/30,10:23:03.667,-7.25,124.89,502,4.1,Banda Sea,2017-04-30 10:23:03.667,2017,4,30,10,23,-1,Anomaly
2017/05/05,02:53:33.639,-5.82,110.08,559,4.7,Java Sea,2017-05-05 02:53:33.639,2017,5,5,2,53,-1,Anomaly
2017/05/05,02:53:33.639,-5.82,110.08,559,4.7,Java Sea,2017-05-05 02:53:33.639,2017,5,5,2,53,-1,Anomaly
2017/05/11,17:38:02.245,-5.47,126.77,465,4.2,Banda Sea,2017-05-11 17:38:02.245,2017,5,11,17,38,-1,Anomaly
2017/05/17,13:46:10.071,-6.15,125.17,548,4.3,Banda Sea,2017-05-17 13:46:10.071,2017,5,17,13,46,-1,Anomaly
2017/06/03,01:08:05.944,-7.47,120.63,514,3.7,Flores Sea,2017-06-03 01:08:05.944,2017,6,3,1,8,-1,Anomaly
2017/06/13,03:25:38.568,1.5,122.62,420,4.0,Minahassa Peninsula - Sulawesi,2017-06-13 03:25:38.568,2017,6,13,3,25,-1,Anomaly
2017/06/19,04:39:09.442,-7.59,118.28,584,5.1,Flores Sea,2017-06-19 04:39:09.442,2017,6,19,4,39,-1,Anomaly
2017/06/19,04:39:09.442,-7.59,118.28,584,5.1,Flores Sea,2017-06-19 04:39:09.442,2017,6,19,4,39,-1,Anomaly
2017/06/24,21:54:32.363,-7.23,125.3,488,4.7,Banda Sea,2017-06-24 21:54:32.363,2017,6,24,21,54,-1,Anomaly
2017/07/01,21:17:37.507,-7.38,117.21,591,3.9,Bali Sea,2017-07-01 21:17:37.507,2017,7,1,21,17,-1,Anomaly
2017/07/08,23:20:21.944,-6.19,124.49,436,4.1,Banda Sea,2017-07-08 23:20:21.944,2017,7,8,23,20,-1,Anomaly
2017/07/10,17:17:04.476,-5.71,110.12,541,4.2,Java Sea,2017-07-10 17:17:04.476,2017,7,10,17,17,-1,Anomaly
2017/07/13,15:44:18.269,-5.38,124.53,750,4.0,Banda Sea,2017-07-13 15:44:18.269,2017,7,13,15,44,-1,Anomaly
2017/07/15,06:19:13.284,2.05,121.8,511,4.5,Celebes Sea,2017-07-15 06:19:13.284,2017,7,15,6,19,-1,Anomaly
2017/07/17,13:37:37.587,-6.73,127.42,420,4.5,Banda Sea,2017-07-17 13:37:37.587,2017,7,17,13,37,-1,Anomaly
2017/07/24,00:27:46.558,4.41,122.48,543,4.4,Celebes Sea,2017-07-24 00:27:46.558,2017,7,24,0,27,-1,Anomaly
2017/07/30,17:34:56.023,-4.55,125.46,420,4.9,Banda Sea,2017-07-30 17:34:56.023,2017,7,30,17,34,-1,Anomaly
2017/07/30,17:34:56.023,-4.55,125.46,420,4.9,Banda Sea,2017-07-30 17:34:56.023,2017,7,30,17,34,-1,Anomaly
2017/08/01,10:30:50.024,-6.32,125.53,528,4.5,Banda Sea,2017-08-01 10:30:50.024,2017,8,1,10,30,-1,Anomaly
2017/08/27,21:18:20.487,-7.2,125.43,542,4.7,Banda Sea,2017-08-27 21:18:20.487,2017,8,27,21,18,-1,Anomaly
2017/08/29,15:48:54.063,-5.94,127.78,420,4.4,Banda Sea,2017-08-29 15:48:54.063,2017,8,29,15,48,-1,Anomaly
2017/09/04,11:34:15.089,-5.55,126.46,483,4.8,Banda Sea,2017-09-04 11:34:15.089,2017,9,4,11,34,-1,Anomaly
2017/09/13,19:37:26.230,-6.18,112.93,587,4.6,Java - Indonesia,2017-09-13 19:37:26.230,2017,9,13,19,37,-1,Anomaly
2017/09/13,19:37:26.230,-6.18,112.93,587,4.6,Java - Indonesia,2017-09-13 19:37:26.230,2017,9,13,19,37,-1,Anomaly
2017/09/20,23:59:24.774,-6.16,112.95,592,5.7,Java - Indonesia,2017-09-20 23:59:24.774,2017,9,20,23,59,-1,Anomaly
2017/09/20,23:59:24.774,-6.16,112.95,592,5.7,Java - Indonesia,2017-09-20 23:59:24.774,2017,9,20,23,59,-1,Anomaly
2017/09/27,16:08:08.050,-7.68,120.02,616,4.3,Flores Sea,2017-09-27 16:08:08.050,2017,9,27,16,8,-1,Anomaly
2017/10/14,18:45:13.791,-6.06,125.2,541,5.0,Banda Sea,2017-10-14 18:45:13.791,2017,10,14,18,45,-1,Anomaly
2017/10/23,16:17:39.854,4.94,123.33,542,4.5,Celebes Sea,2017-10-23 16:17:39.854,2017,10,23,16,17,-1,Anomaly
2017/10/24,10:47:46.877,-7.3,123.04,552,6.7,Banda Sea,2017-10-24 10:47:46.877,2017,10,24,10,47,-1,Anomaly
2017/10/24,10:47:46.877,-7.3,123.04,552,6.7,Banda Sea,2017-10-24 10:47:46.877,2017,10,24,10,47,-1,Anomaly
2017/11/01,10:44:37.242,-4.61,125.61,432,4.6,Banda Sea,2017-11-01 10:44:37.242,2017,11,1,10,44,-1,Anomaly
2017/11/05,18:13:09.283,-6.61,125.43,528,4.3,Banda Sea,2017-11-05 18:13:09.283,2017,11,5,18,13,-1,Anomaly
2017/11/08,14:49:56.811,-7.14,123.19,567,3.6,Banda Sea,2017-11-08 14:49:56.811,2017,11,8,14,49,-1,Anomaly
2017/11/19,15:56:12.388,2.97,122.48,535,4.1,Celebes Sea,2017-11-19 15:56:12.388,2017,11,19,15,56,-1,Anomaly
2017/11/22,19:46:53.473,2.45,122.87,454,4.1,Celebes Sea,2017-11-22 19:46:53.473,2017,11,22,19,46,-1,Anomaly
2017/11/22,19:46:53.473,2.45,122.87,454,4.1,Celebes Sea,2017-11-22 19:46:53.473,2017,11,22,19,46,-1,Anomaly
2017/11/24,12:12:32.532,-7.21,125.76,486,4.3,Banda Sea,2017-11-24 12:12:32.532,2017,11,24,12,12,-1,Anomaly
2017/11/25,20:32:57.394,-6.7,125.59,543,4.4,Banda Sea,2017-11-25 20:32:57.394,2017,11,25,20,32,-1,Anomaly
2017/11/26,22:16:42.978,-7.31,125.91,455,4.6,Banda Sea,2017-11-26 22:16:42.978,2017,11,26,22,16,-1,Anomaly
2017/11/28,09:20:23.543,-5.5,126.31,498,4.8,Banda Sea,2017-11-28 09:20:23.543,2017,11,28,9,20,-1,Anomaly
2017/11/28,09:20:23.543,-5.5,126.31,498,4.8,Banda Sea,2017-11-28 09:20:23.543,2017,11,28,9,20,-1,Anomaly
2017/12/01,07:21:00.219,2.25,122.95,458,4.2,Celebes Sea,2017-12-01 07:21:00.219,2017,12,1,7,21,-1,Anomaly
2017/12/09,20:01:10.657,-7.19,122.41,513,4.1,Flores Sea,2017-12-09 20:01:10.657,2017,12,9,20,1,-1,Anomaly
2017/12/17,21:34:01.109,-7.22,125.3,478,4.7,Banda Sea,2017-12-17 21:34:01.109,2017,12,17,21,34,-1,Anomaly
2017/12/17,20:08:05.549,2.71,122.27,534,4.4,Celebes Sea,2017-12-17 20:08:05.549,2017,12,17,20,8,-1,Anomaly
2017/12/26,23:25:32.583,-6.92,125.3,524,4.7,Banda Sea,2017-12-26 23:25:32.583,2017,12,26,23,25,-1,Anomaly
2017/12/27,18:39:11.142,-7.13,125.49,479,4.3,Banda Sea,2017-12-27 18:39:11.142,2017,12,27,18,39,-1,Anomaly
2017/12/31,21:03:55.300,-5.8,110.68,536,4.3,Java Sea,2017-12-31 21:03:55.300,2017,12,31,21,3,-1,Anomaly
2017/12/31,21:03:55.300,-5.8,110.68,536,4.3,Java Sea,2017-12-31 21:03:55.300,2017,12,31,21,3,-1,Anomaly
2018/01/04,16:32:42.611,-7.35,120.36,561,4.0,Flores Sea,2018-01-04 16:32:42.611,2018,1,4,16,32,-1,Anomaly
2018/01/15,16:11:10.291,-5.72,110.38,529,4.6,Java Sea,2018-01-15 16:11:10.291,2018,1,15,16,11,-1,Anomaly
2018/01/15,16:11:10.291,-5.72,110.38,529,4.6,Java Sea,2018-01-15 16:11:10.291,2018,1,15,16,11,-1,Anomaly
2018/02/01,06:20:40.105,-4.61,125.38,486,4.4,Banda Sea,2018-02-01 06:20:40.105,2018,2,1,6,20,-1,Anomaly
2018/02/01,06:20:40.105,-4.61,125.38,486,4.4,Banda Sea,2018-02-01 06:20:40.105,2018,2,1,6,20,-1,Anomaly
2018/02/03,03:21:47.642,-7.59,121.21,424,3.7,Flores Sea,2018-02-03 03:21:47.642,2018,2,3,3,21,-1,Anomaly
2018/02/09,18:54:59.850,-6.8,125.24,538,4.0,Banda Sea,2018-02-09 18:54:59.850,2018,2,9,18,54,-1,Anomaly
2018/02/10,19:01:23.078,4.33,123.11,573,4.6,Celebes Sea,2018-02-10 19:01:23.078,2018,2,10,19,1,-1,Anomaly
2018/02/10,19:01:22.232,4.46,123.21,546,4.2,Celebes Sea,2018-02-10 19:01:22.232,2018,2,10,19,1,-1,Anomaly
2018/02/13,05:44:52.767,-7.38,123.37,526,4.2,Banda Sea,2018-02-13 05:44:52.767,2018,2,13,5,44,-1,Anomaly
2018/02/14,10:19:05.445,-7.28,123.46,556,4.4,Banda Sea,2018-02-14 10:19:05.445,2018,2,14,10,19,-1,Anomaly
2018/02/18,01:48:10.785,-6.19,127.25,454,4.6,Banda Sea,2018-02-18 01:48:10.785,2018,2,18,1,48,-1,Anomaly
2018/02/20,22:21:55.792,-7.22,125.79,493,4.6,Banda Sea,2018-02-20 22:21:55.792,2018,2,20,22,21,-1,Anomaly
2018/02/21,22:54:00.827,2.61,122.3,555,3.8,Celebes Sea,2018-02-21 22:54:00.827,2018,2,21,22,54,-1,Anomaly
2018/02/25,16:36:29.904,-6.99,112.4,750,3.7,Java - Indonesia,2018-02-25 16:36:29.904,2018,2,25,16,36,-1,Anomaly
2018/02/26,11:04:59.055,-7.19,141.85,471,4.5,New Guinea - Papua New Guinea,2018-02-26 11:04:59.055,2018,2,26,11,4,-1,Anomaly
2018/02/26,07:59:38.664,-8.56,141.82,469,4.9,Near S. Coast of New Guinea - PNG.,2018-02-26 07:59:38.664,2018,2,26,7,59,-1,Anomaly
2018/03/03,00:49:06.081,-6.91,128.3,750,4.6,Banda Sea,2018-03-03 00:49:06.081,2018,3,3,0,49,-1,Anomaly
2018/03/12,13:12:23.304,-6.79,124.98,486,4.0,Banda Sea,2018-03-12 13:12:23.304,2018,3,12,13,12,-1,Anomaly
2018/03/14,13:52:04.775,2.21,122.53,492,3.3,Celebes Sea,2018-03-14 13:52:04.775,2018,3,14,13,52,-1,Anomaly
