tgl,ot,lat,lon,depth,mag,remark,datetime,year,month,day,hour,minute,elliptic_anomaly,anomaly_elliptic
2018/03/17,12:48:13.600,3.33,122.49,543,4.6,Celebes Sea,2018-03-17 12:48:13.600,2018,3,17,12,48,-1,Anomaly
2018/03/22,13:13:17.389,-7.33,122.97,558,3.7,Flores Sea,2018-03-22 13:13:17.389,2018,3,22,13,13,-1,Anomaly
2018/03/23,19:14:35.236,2.01,126.48,750,5.1,Northern Molucca Sea,2018-03-23 19:14:35.236,2018,3,23,19,14,-1,Anomaly
2018/04/04,14:15:06.910,0.76,121.34,485,3.0,Minahassa Peninsula - Sulawesi,2018-04-04 14:15:06.910,2018,4,4,14,15,-1,Anomaly
2018/04/11,14:28:48.456,1.1,121.87,429,4.1,Minahassa Peninsula - Sulawesi,2018-04-11 14:28:48.456,2018,4,11,14,28,-1,Anomaly
2018/04/13,04:03:28.058,-7.53,120.63,474,4.0,Flores Sea,2018-04-13 04:03:28.058,2018,4,13,4,3,-1,Anomaly
2018/04/15,02:38:00.584,-7.32,124.68,550,4.6,Banda Sea,2018-04-15 02:38:00.584,2018,4,15,2,38,-1,Anomaly
2018/04/15,02:38:00.584,-7.32,124.68,550,4.6,Banda Sea,2018-04-15 02:38:00.584,2018,4,15,2,38,-1,Anomaly
2018/04/19,21:51:12.320,-5.76,124.34,621,4.1,Banda Sea,2018-04-19 21:51:12.320,2018,4,19,21,51,-1,Anomaly
2018/04/23,07:37:09.216,-6.38,123.59,642,5.5,Banda Sea,2018-04-23 07:37:09.216,2018,4,23,7,37,-1,Anomaly
2018/04/23,07:37:09.216,-6.38,123.59,642,5.5,Banda Sea,2018-04-23 07:37:09.216,2018,4,23,7,37,-1,Anomaly
2018/05/01,08:48:57.456,-7.12,125.15,508,4.7,Banda Sea,2018-05-01 08:48:57.456,2018,5,1,8,48,-1,Anomaly
2018/05/04,03:22:44.005,-7.3,120.72,567,4.6,Flores Sea,2018-05-04 03:22:44.005,2018,5,4,3,22,-1,Anomaly
2018/05/04,03:22:44.005,-7.3,120.72,567,4.6,Flores Sea,2018-05-04 03:22:44.005,2018,5,4,3,22,-1,Anomaly
2018/05/06,15:30:10.108,2.38,122.82,456,3.9,Celebes Sea,2018-05-06 15:30:10.108,2018,5,6,15,30,-1,Anomaly
2018/05/07,19:01:34.755,-4.52,125.84,420,4.2,Banda Sea,2018-05-07 19:01:34.755,2018,5,7,19,1,-1,Anomaly
2018/05/11,22:25:22.326,-6.55,127.4,423,4.6,Banda Sea,2018-05-11 22:25:22.326,2018,5,11,22,25,-1,Anomaly
2018/05/11,16:49:35.180,4.33,123.45,520,3.9,Celebes Sea,2018-05-11 16:49:35.180,2018,5,11,16,49,-1,Anomaly
2018/05/13,12:40:06.355,-6.17,124.84,602,5.1,Banda Sea,2018-05-13 12:40:06.355,2018,5,13,12,40,-1,Anomaly
2018/05/14,23:10:43.518,-6.83,125.71,515,4.5,Banda Sea,2018-05-14 23:10:43.518,2018,5,14,23,10,-1,Anomaly
2018/05/18,19:40:01.428,4.56,124.51,459,3.8,Celebes Sea,2018-05-18 19:40:01.428,2018,5,18,19,40,-1,Anomaly
2018/05/25,03:16:35.853,-7.14,123.76,586,4.1,Banda Sea,2018-05-25 03:16:35.853,2018,5,25,3,16,-1,Anomaly
2018/06/04,18:24:36.637,-7.13,123.23,636,5.4,Banda Sea,2018-06-04 18:24:36.637,2018,6,4,18,24,-1,Anomaly
2018/06/04,18:24:36.637,-7.13,123.23,636,5.4,Banda Sea,2018-06-04 18:24:36.637,2018,6,4,18,24,-1,Anomaly
2018/06/08,21:55:36.456,-7.45,122.95,562,3.9,Flores Sea,2018-06-08 21:55:36.456,2018,6,8,21,55,-1,Anomaly
2018/06/10,23:30:33.005,-7.55,120.04,428,4.2,Flores Sea,2018-06-10 23:30:33.005,2018,6,10,23,30,-1,Anomaly
2018/06/19,04:36:00.915,3.45,123.23,491,4.4,Celebes Sea,2018-06-19 04:36:00.915,2018,6,19,4,36,-1,Anomaly
2018/06/22,20:57:42.748,-5.12,108.34,652,5.3,Java Sea,2018-06-22 20:57:42.748,2018,6,22,20,57,-1,Anomaly
2018/06/22,20:57:42.748,-5.12,108.34,652,5.3,Java Sea,2018-06-22 20:57:42.748,2018,6,22,20,57,-1,Anomaly
2018/06/27,02:33:24.746,-4.45,125.54,439,4.7,Banda Sea,2018-06-27 02:33:24.746,2018,6,27,2,33,-1,Anomaly
2018/06/27,02:33:24.746,-4.45,125.54,439,4.7,Banda Sea,2018-06-27 02:33:24.746,2018,6,27,2,33,-1,Anomaly
2018/06/29,11:29:41.302,4.42,123.08,507,3.8,Celebes Sea,2018-06-29 11:29:41.302,2018,6,29,11,29,-1,Anomaly
2018/07/01,16:03:44.109,-6.69,126.88,459,4.1,Banda Sea,2018-07-01 16:03:44.109,2018,7,1,16,3,-1,Anomaly
2018/07/05,22:37:04.395,-5.76,110.38,529,4.8,Java Sea,2018-07-05 22:37:04.395,2018,7,5,22,37,-1,Anomaly
2018/07/05,22:37:04.395,-5.76,110.38,529,4.8,Java Sea,2018-07-05 22:37:04.395,2018,7,5,22,37,-1,Anomaly
2018/07/11,18:18:36.952,-7.59,121.63,422,4.7,Flores Sea,2018-07-11 18:18:36.952,2018,7,11,18,18,-1,Anomaly
2018/07/11,18:18:36.952,-7.59,121.63,422,4.7,Flores Sea,2018-07-11 18:18:36.952,2018,7,11,18,18,-1,Anomaly
2018/07/28,17:07:22.997,-7.23,122.69,583,5.9,Flores Sea,2018-07-28 17:07:22.997,2018,7,28,17,7,-1,Anomaly
2018/07/28,17:07:22.997,-7.23,122.69,583,5.9,Flores Sea,2018-07-28 17:07:22.997,2018,7,28,17,7,-1,Anomaly
2018/07/30,20:25:50.043,-2.64,122.38,750,3.9,Sulawesi - Indonesia,2018-07-30 20:25:50.043,2018,7,30,20,25,-1,Anomaly
2018/08/13,04:04:26.407,-7.61,122.7,542,4.8,Flores Sea,2018-08-13 04:04:26.407,2018,8,13,4,4,-1,Anomaly
2018/08/16,16:37:25.095,-7.06,125.65,485,4.4,Banda Sea,2018-08-16 16:37:25.095,2018,8,16,16,37,-1,Anomaly
2018/08/17,15:35:02.197,-7.43,119.8,541,6.4,Flores Sea,2018-08-17 15:35:02.197,2018,8,17,15,35,-1,Anomaly
2018/08/17,15:35:02.197,-7.43,119.8,541,6.4,Flores Sea,2018-08-17 15:35:02.197,2018,8,17,15,35,-1,Anomaly
2018/08/18,18:09:05.601,-7.24,125.06,496,4.3,Banda Sea,2018-08-18 18:09:05.601,2018,8,18,18,9,-1,Anomaly
2018/08/30,23:07:07.701,-7.39,123.9,542,4.0,Banda Sea,2018-08-30 23:07:07.701,2018,8,30,23,7,-1,Anomaly
2018/09/01,06:47:33.275,-6.9,126.65,428,4.2,Banda Sea,2018-09-01 06:47:33.275,2018,9,1,6,47,-1,Anomaly
2018/09/17,05:47:43.305,-7.35,117.59,549,4.7,Bali Sea,2018-09-17 05:47:43.305,2018,9,17,5,47,-1,Anomaly
2018/09/21,15:53:15.914,-7.5,120.39,556,4.0,Flores Sea,2018-09-21 15:53:15.914,2018,9,21,15,53,-1,Anomaly
2018/10/09,10:13:28.614,-6.16,113.13,567,4.6,Java - Indonesia,2018-10-09 10:13:28.614,2018,10,9,10,13,-1,Anomaly
2018/10/16,05:02:28.804,-6.86,124.15,648,4.7,Banda Sea,2018-10-16 05:02:28.804,2018,10,16,5,2,-1,Anomaly
2018/10/19,18:03:23.384,3.32,122.73,542,4.3,Celebes Sea,2018-10-19 18:03:23.384,2018,10,19,18,3,-1,Anomaly
2018/10/21,16:38:53.565,4.59,123.15,560,4.1,Celebes Sea,2018-10-21 16:38:53.565,2018,10,21,16,38,-1,Anomaly
2018/10/22,09:31:43.260,-7.41,119.99,564,4.4,Flores Sea,2018-10-22 09:31:43.260,2018,10,22,9,31,-1,Anomaly
2018/10/25,18:02:39.749,-4.67,125.28,498,4.2,Banda Sea,2018-10-25 18:02:39.749,2018,10,25,18,2,-1,Anomaly
2018/11/01,06:08:23.190,2.44,122.06,552,4.5,Celebes Sea,2018-11-01 06:08:23.190,2018,11,1,6,8,-1,Anomaly
2018/11/03,21:38:44.743,-6.29,110.3,554,3.8,Java - Indonesia,2018-11-03 21:38:44.743,2018,11,3,21,38,-1,Anomaly
2018/11/06,20:30:18.976,-7.37,123.82,484,4.9,Banda Sea,2018-11-06 20:30:18.976,2018,11,6,20,30,-1,Anomaly
2018/11/09,11:33:02.557,-7.51,120.73,534,3.7,Flores Sea,2018-11-09 11:33:02.557,2018,11,9,11,33,-1,Anomaly
2018/11/21,11:25:55.227,-7.04,126.99,421,4.8,Banda Sea,2018-11-21 11:25:55.227,2018,11,21,11,25,-1,Anomaly
2018/12/02,17:58:50.014,2.01,99.89,497,3.6,Northern Sumatra - Indonesia,2018-12-02 17:58:50.014,2018,12,2,17,58,-1,Anomaly
2018/12/04,20:49:06.400,-7.5,119.99,420,4.6,Flores Sea,2018-12-04 20:49:06.400,2018,12,4,20,49,-1,Anomaly
2018/12/09,11:06:03.435,-7.09,125.48,509,4.4,Banda Sea,2018-12-09 11:06:03.435,2018,12,9,11,6,-1,Anomaly
2018/12/10,03:00:30.541,3.59,122.25,597,4.6,Celebes Sea,2018-12-10 03:00:30.541,2018,12,10,3,0,-1,Anomaly
2018/12/18,17:12:10.941,4.49,122.63,606,4.3,Celebes Sea,2018-12-18 17:12:10.941,2018,12,18,17,12,-1,Anomaly
2018/12/22,19:39:06.220,-7.12,125.88,477,4.7,Banda Sea,2018-12-22 19:39:06.220,2018,12,22,19,39,-1,Anomaly
2018/12/23,21:28:10.026,3.46,122.51,573,4.5,Celebes Sea,2018-12-23 21:28:10.026,2018,12,23,21,28,-1,Anomaly
2018/12/26,01:54:09.343,-6.63,127.41,426,4.4,Banda Sea,2018-12-26 01:54:09.343,2018,12,26,1,54,-1,Anomaly
2019/01/08,23:18:15.066,5.44,124.09,466,4.4,Mindanao - Philippines,2019-01-08 23:18:15.066,2019,1,8,23,18,-1,Anomaly
2019/01/12,11:09:52.803,-7.08,122.14,443,4.0,Flores Sea,2019-01-12 11:09:52.803,2019,1,12,11,9,-1,Anomaly
2019/01/24,00:39:34.493,-7.39,122.26,525,4.4,Flores Sea,2019-01-24 00:39:34.493,2019,1,24,0,39,-1,Anomaly
2019/01/27,22:38:00.202,5.58,123.96,459,4.2,Mindanao - Philippines,2019-01-27 22:38:00.202,2019,1,27,22,38,-1,Anomaly
2019/02/10,22:54:37.276,-7.3,122.99,575,4.7,Flores Sea,2019-02-10 22:54:37.276,2019,2,10,22,54,-1,Anomaly
2019/02/13,15:28:25.125,5.69,123.86,506,4.2,Mindanao - Philippines,2019-02-13 15:28:25.125,2019,2,13,15,28,-1,Anomaly
2019/02/13,04:34:09.315,-7.57,123.17,548,4.3,Banda Sea,2019-02-13 04:34:09.315,2019,2,13,4,34,-1,Anomaly
2019/02/22,17:13:55.689,-6.95,125.83,504,4.3,Banda Sea,2019-02-22 17:13:55.689,2019,2,22,17,13,-1,Anomaly
2019/02/23,02:18:04.213,-6.98,116.53,531,4.1,Bali Sea,2019-02-23 02:18:04.213,2019,2,23,2,18,-1,Anomaly
2019/03/01,23:51:40.702,-7.36,120.34,579,4.6,Flores Sea,2019-03-01 23:51:40.702,2019,3,1,23,51,-1,Anomaly
2019/03/02,14:35:27.214,-2.56,133.84,586,3.3,Irian Jaya Region - Indonesia,2019-03-02 14:35:27.214,2019,3,2,14,35,-1,Anomaly
2019/03/02,14:29:53.650,5.8,124.15,433,4.1,Mindanao - Philippines,2019-03-02 14:29:53.650,2019,3,2,14,29,-1,Anomaly
2019/03/03,23:09:52.089,-7.58,120.17,631,4.1,Flores Sea,2019-03-03 23:09:52.089,2019,3,3,23,9,-1,Anomaly
2019/03/11,03:26:39.461,-7.1,121.13,499,3.9,Flores Sea,2019-03-11 03:26:39.461,2019,3,11,3,26,-1,Anomaly
2019/03/12,01:12:24.991,-5.74,110.24,556,4.8,Java Sea,2019-03-12 01:12:24.991,2019,3,12,1,12,-1,Anomaly
2019/03/12,01:12:24.991,-5.74,110.24,556,4.8,Java Sea,2019-03-12 01:12:24.991,2019,3,12,1,12,-1,Anomaly
2019/03/17,15:07:04.408,-6.92,127.31,420,4.6,Banda Sea,2019-03-17 15:07:04.408,2019,3,17,15,7,-1,Anomaly
2019/03/23,05:10:51.734,-7.22,125.17,522,4.8,Banda Sea,2019-03-23 05:10:51.734,2019,3,23,5,10,-1,Anomaly
2019/04/01,03:26:33.645,-6.38,109.9,557,3.7,Java - Indonesia,2019-04-01 03:26:33.645,2019,4,1,3,26,-1,Anomaly
2019/04/05,16:46:12.793,-6.89,126.89,430,4.1,Banda Sea,2019-04-05 16:46:12.793,2019,4,5,16,46,-1,Anomaly
2019/04/06,22:19:30.110,-6.92,124.99,548,4.9,Banda Sea,2019-04-06 22:19:30.110,2019,4,6,22,19,-1,Anomaly
2019/04/06,21:55:01.794,-6.94,125.01,547,6.3,Banda Sea,2019-04-06 21:55:01.794,2019,4,6,21,55,-1,Anomaly
2019/04/06,21:55:01.794,-6.94,125.01,547,6.3,Banda Sea,2019-04-06 21:55:01.794,2019,4,6,21,55,-1,Anomaly
2019/04/16,12:18:33.265,-7.54,120.18,492,4.2,Flores Sea,2019-04-16 12:18:33.265,2019,4,16,12,18,-1,Anomaly
2019/04/21,01:10:06.180,-7.46,123.96,575,5.0,Banda Sea,2019-04-21 01:10:06.180,2019,4,21,1,10,-1,Anomaly
2019/04/26,05:00:08.772,-7.07,125.62,513,4.7,Banda Sea,2019-04-26 05:00:08.772,2019,4,26,5,0,-1,Anomaly
2019/05/02,18:56:48.397,-6.66,127.19,430,4.5,Banda Sea,2019-05-02 18:56:48.397,2019,5,2,18,56,-1,Anomaly
2019/05/05,14:40:03.611,3.22,122.62,539,4.4,Celebes Sea,2019-05-05 14:40:03.611,2019,5,5,14,40,-1,Anomaly
2019/05/07,07:19:11.775,2.62,122.42,515,5.2,Celebes Sea,2019-05-07 07:19:11.775,2019,5,7,7,19,-1,Anomaly
2019/05/11,05:09:02.274,-7.32,123.66,647,4.1,Banda Sea,2019-05-11 05:09:02.274,2019,5,11,5,9,-1,Anomaly
2019/05/14,23:44:39.929,-7.42,121.14,550,4.1,Flores Sea,2019-05-14 23:44:39.929,2019,5,14,23,44,-1,Anomaly
2019/05/20,14:12:36.198,3.1,122.87,537,4.3,Celebes Sea,2019-05-20 14:12:36.198,2019,5,20,14,12,-1,Anomaly
2019/05/20,06:52:41.916,4.08,123.2,554,4.4,Celebes Sea,2019-05-20 06:52:41.916,2019,5,20,6,52,-1,Anomaly
2019/05/25,20:30:53.955,3.28,122.08,579,4.6,Celebes Sea,2019-05-25 20:30:53.955,2019,5,25,20,30,-1,Anomaly
2019/05/31,06:37:53.716,-7.28,117.51,576,5.3,Bali Sea,2019-05-31 06:37:53.716,2019,5,31,6,37,-1,Anomaly
2019/05/31,06:37:53.716,-7.28,117.51,576,5.3,Bali Sea,2019-05-31 06:37:53.716,2019,5,31,6,37,-1,Anomaly
2019/06/11,21:55:35.816,-4.65,125.67,431,4.4,Banda Sea,2019-06-11 21:55:35.816,2019,6,11,21,55,-1,Anomaly
2019/06/20,16:30:01.172,-7.49,125.5,443,4.7,Banda Sea,2019-06-20 16:30:01.172,2019,6,20,16,30,-1,Anomaly
2019/06/20,16:30:01.172,-7.49,125.5,443,4.7,Banda Sea,2019-06-20 16:30:01.172,2019,6,20,16,30,-1,Anomaly
2019/06/24,15:53:24.917,-5.67,110.31,538,4.9,Java Sea,2019-06-24 15:53:24.917,2019,6,24,15,53,-1,Anomaly
2019/06/24,15:53:24.917,-5.67,110.31,538,4.9,Java Sea,2019-06-24 15:53:24.917,2019,6,24,15,53,-1,Anomaly
2019/06/26,07:10:29.152,-7.26,123.27,592,4.7,Banda Sea,2019-06-26 07:10:29.152,2019,6,26,7,10,-1,Anomaly
2019/06/27,05:46:22.311,-6.31,125.09,550,4.9,Banda Sea,2019-06-27 05:46:22.311,2019,6,27,5,46,-1,Anomaly
2019/07/01,17:11:17.085,0.34,121.67,750,5.1,Minahassa Peninsula - Sulawesi,2019-07-01 17:11:17.085,2019,7,1,17,11,-1,Anomaly
2019/07/17,22:59:46.683,-7.37,123.23,550,5.0,Banda Sea,2019-07-17 22:59:46.683,2019,7,17,22,59,-1,Anomaly
2019/07/17,22:59:46.683,-7.37,123.23,550,5.0,Banda Sea,2019-07-17 22:59:46.683,2019,7,17,22,59,-1,Anomaly
2019/07/20,13:30:21.504,5.3,123.51,543,4.5,Mindanao - Philippines,2019-07-20 13:30:21.504,2019,7,20,13,30,-1,Anomaly
2019/07/26,16:59:03.974,-7.57,121.02,593,4.9,Flores Sea,2019-07-26 16:59:03.974,2019,7,26,16,59,-1,Anomaly
2019/07/26,16:59:03.974,-7.57,121.02,593,4.9,Flores Sea,2019-07-26 16:59:03.974,2019,7,26,16,59,-1,Anomaly
2019/08/07,05:11:13.116,5.11,123.92,475,4.7,Mindanao - Philippines,2019-08-07 05:11:13.116,2019,8,7,5,11,-1,Anomaly
2019/08/07,05:11:13.116,5.11,123.92,475,4.7,Mindanao - Philippines,2019-08-07 05:11:13.116,2019,8,7,5,11,-1,Anomaly
2019/08/10,12:59:16.432,0.3,120.25,539,4.4,Minahassa Peninsula - Sulawesi,2019-08-10 12:59:16.432,2019,8,10,12,59,-1,Anomaly
2019/09/09,12:25:05.508,-7.42,122.81,547,3.8,Flores Sea,2019-09-09 12:25:05.508,2019,9,9,12,25,-1,Anomaly
2019/09/12,12:21:36.373,-4.48,124.91,499,4.1,Banda Sea,2019-09-12 12:21:36.373,2019,9,12,12,21,-1,Anomaly
2019/09/13,03:02:16.247,2.15,122.89,448,4.8,Celebes Sea,2019-09-13 03:02:16.247,2019,9,13,3,2,-1,Anomaly
2019/09/15,23:21:13.328,3.74,122.47,574,4.5,Celebes Sea,2019-09-15 23:21:13.328,2019,9,15,23,21,-1,Anomaly
2019/09/19,10:32:06.014,-5.92,125.94,478,5.1,Banda Sea,2019-09-19 10:32:06.014,2019,9,19,10,32,-1,Anomaly
2019/09/19,07:32:56.410,-6.13,111.86,610,6.0,Java - Indonesia,2019-09-19 07:32:56.410,2019,9,19,7,32,-1,Anomaly
2019/09/19,07:32:56.410,-6.13,111.86,610,6.0,Java - Indonesia,2019-09-19 07:32:56.410,2019,9,19,7,32,-1,Anomaly
2019/09/19,07:32:00.152,-6.16,111.83,615,6.0,Java - Indonesia,2019-09-19 07:32:00.152,2019,9,19,7,32,-1,Anomaly
2019/09/19,07:32:00.152,-6.16,111.83,615,6.0,Java - Indonesia,2019-09-19 07:32:00.152,2019,9,19,7,32,-1,Anomaly
2019/09/19,07:06:33.660,-6.1,111.84,621,6.1,Java - Indonesia,2019-09-19 07:06:33.660,2019,9,19,7,6,-1,Anomaly
2019/09/19,07:06:33.660,-6.1,111.84,621,6.1,Java - Indonesia,2019-09-19 07:06:33.660,2019,9,19,7,6,-1,Anomaly
2019/09/22,22:22:36.376,2.66,122.39,531,4.5,Celebes Sea,2019-09-22 22:22:36.376,2019,9,22,22,22,-1,Anomaly
2019/09/25,14:39:27.259,-7.16,125.06,563,4.6,Banda Sea,2019-09-25 14:39:27.259,2019,9,25,14,39,-1,Anomaly
2019/09/27,21:06:18.186,-3.3,128.06,446,4.1,Seram - Indonesia,2019-09-27 21:06:18.186,2019,9,27,21,6,-1,Anomaly
2019/09/28,12:06:08.670,4.67,123.55,512,4.5,Celebes Sea,2019-09-28 12:06:08.670,2019,9,28,12,6,-1,Anomaly
2019/10/06,21:23:26.886,-6.87,124.95,496,4.1,Banda Sea,2019-10-06 21:23:26.886,2019,10,6,21,23,-1,Anomaly
2019/10/11,15:01:49.791,-4.73,125.36,483,4.7,Banda Sea,2019-10-11 15:01:49.791,2019,10,11,15,1,-1,Anomaly
2019/10/25,07:15:38.354,-5.83,110.65,539,4.8,Java Sea,2019-10-25 07:15:38.354,2019,10,25,7,15,-1,Anomaly
2019/10/25,07:15:38.354,-5.83,110.65,539,4.8,Java Sea,2019-10-25 07:15:38.354,2019,10,25,7,15,-1,Anomaly
2019/10/26,14:03:24.929,-6.2,112.79,596,3.9,Java - Indonesia,2019-10-26 14:03:24.929,2019,10,26,14,3,-1,Anomaly
2019/10/28,09:14:09.230,-5.79,110.09,563,4.9,Java Sea,2019-10-28 09:14:09.230,2019,10,28,9,14,-1,Anomaly
2019/10/29,07:29:05.018,1.88,122.9,419,4.7,Minahassa Peninsula - Sulawesi,2019-10-29 07:29:05.018,2019,10,29,7,29,-1,Anomaly
2019/11/03,09:28:43.365,-7.0,125.75,494,4.4,Banda Sea,2019-11-03 09:28:43.365,2019,11,3,9,28,-1,Anomaly
2019/11/08,22:34:59.845,3.39,123.3,474,4.0,Celebes Sea,2019-11-08 22:34:59.845,2019,11,8,22,34,-1,Anomaly
2019/11/13,11:50:25.497,-6.0,110.33,558,3.8,Java - Indonesia,2019-11-13 11:50:25.497,2019,11,13,11,50,-1,Anomaly
2019/11/26,18:45:12.109,-6.19,124.08,637,4.1,Banda Sea,2019-11-26 18:45:12.109,2019,11,26,18,45,-1,Anomaly
2019/11/30,21:04:07.457,-7.31,123.95,579,4.3,Banda Sea,2019-11-30 21:04:07.457,2019,11,30,21,4,-1,Anomaly
2019/12/02,23:52:03.501,3.25,123.42,455,4.2,Celebes Sea,2019-12-02 23:52:03.501,2019,12,2,23,52,-1,Anomaly
2019/12/09,11:12:46.655,5.01,123.22,565,4.7,Mindanao - Philippines,2019-12-09 11:12:46.655,2019,12,9,11,12,-1,Anomaly
2019/12/14,22:34:44.674,3.87,122.57,551,4.5,Celebes Sea,2019-12-14 22:34:44.674,2019,12,14,22,34,-1,Anomaly
2019/12/14,22:09:41.474,3.82,122.51,554,4.3,Celebes Sea,2019-12-14 22:09:41.474,2019,12,14,22,9,-1,Anomaly
2019/12/16,07:41:50.709,4.53,123.05,558,4.5,Celebes Sea,2019-12-16 07:41:50.709,2019,12,16,7,41,-1,Anomaly
2019/12/18,20:32:24.768,-7.35,120.31,557,4.2,Flores Sea,2019-12-18 20:32:24.768,2019,12,18,20,32,-1,Anomaly
2019/12/23,12:32:45.032,-7.41,120.05,569,4.1,Flores Sea,2019-12-23 12:32:45.032,2019,12,23,12,32,-1,Anomaly
2019/12/26,04:59:09.058,-7.1,125.64,522,4.6,Banda Sea,2019-12-26 04:59:09.058,2019,12,26,4,59,-1,Anomaly
2019/12/26,03:35:14.837,-6.73,121.76,457,4.0,Flores Sea,2019-12-26 03:35:14.837,2019,12,26,3,35,-1,Anomaly
2020/01/23,21:59:06.236,3.81,123.05,534,4.7,Celebes Sea,2020-01-23 21:59:06.236,2020,1,23,21,59,-1,Anomaly
2020/01/28,17:14:40.502,2.98,122.37,544,4.0,Celebes Sea,2020-01-28 17:14:40.502,2020,1,28,17,14,-1,Anomaly
2020/02/01,20:16:24.571,-7.28,120.18,517,4.2,Flores Sea,2020-02-01 20:16:24.571,2020,2,1,20,16,-1,Anomaly
2020/02/02,03:50:39.221,-5.57,124.64,750,4.5,Banda Sea,2020-02-02 03:50:39.221,2020,2,2,3,50,-1,Anomaly
2020/02/05,18:34:38.435,-6.55,113.09,594,4.2,Java - Indonesia,2020-02-05 18:34:38.435,2020,2,5,18,34,-1,Anomaly
2020/02/05,18:12:35.205,-6.56,113.05,641,6.2,Java - Indonesia,2020-02-05 18:12:35.205,2020,2,5,18,12,-1,Anomaly
2020/02/05,18:12:35.205,-6.56,113.05,641,6.2,Java - Indonesia,2020-02-05 18:12:35.205,2020,2,5,18,12,-1,Anomaly
2020/02/06,07:22:26.696,-7.31,122.48,519,4.4,Flores Sea,2020-02-06 07:22:26.696,2020,2,6,7,22,-1,Anomaly
2020/02/13,03:44:47.808,-7.03,125.0,535,4.1,Banda Sea,2020-02-13 03:44:47.808,2020,2,13,3,44,-1,Anomaly
2020/02/23,11:09:51.606,-7.14,125.06,534,4.8,Banda Sea,2020-02-23 11:09:51.606,2020,2,23,11,9,-1,Anomaly
2020/02/28,00:37:32.744,-6.86,126.99,436,4.5,Banda Sea,2020-02-28 00:37:32.744,2020,2,28,0,37,-1,Anomaly
2020/03/01,15:50:12.229,-6.26,114.46,504,4.7,Bali Sea,2020-03-01 15:50:12.229,2020,3,1,15,50,-1,Anomaly
2020/03/01,00:51:02.914,-4.46,125.47,461,4.2,Banda Sea,2020-03-01 00:51:02.914,2020,3,1,0,51,-1,Anomaly
2020/03/04,19:39:33.181,-6.82,124.29,661,3.9,Banda Sea,2020-03-04 19:39:33.181,2020,3,4,19,39,-1,Anomaly
2020/03/28,23:10:38.294,-7.21,124.03,595,5.2,Banda Sea,2020-03-28 23:10:38.294,2020,3,28,23,10,-1,Anomaly
2020/03/28,23:10:38.294,-7.21,124.03,595,5.2,Banda Sea,2020-03-28 23:10:38.294,2020,3,28,23,10,-1,Anomaly
2020/04/02,21:42:43.163,-7.07,126.64,429,4.7,Banda Sea,2020-04-02 21:42:43.163,2020,4,2,21,42,-1,Anomaly
2020/04/10,09:55:00.502,5.84,123.72,520,4.6,Mindanao - Philippines,2020-04-10 09:55:00.502,2020,4,10,9,55,-1,Anomaly
2020/04/17,23:27:42.866,-6.64,127.48,419,4.1,Banda Sea,2020-04-17 23:27:42.866,2020,4,17,23,27,-1,Anomaly
2020/04/21,22:50:57.167,-6.84,126.46,439,4.9,Banda Sea,2020-04-21 22:50:57.167,2020,4,21,22,50,-1,Anomaly
2020/04/24,00:48:45.029,-0.74,120.76,741,3.3,Minahassa Peninsula - Sulawesi,2020-04-24 00:48:45.029,2020,4,24,0,48,-1,Anomaly
2020/04/27,13:34:19.977,-7.38,123.26,520,3.7,Banda Sea,2020-04-27 13:34:19.977,2020,4,27,13,34,-1,Anomaly
2020/04/27,13:11:31.456,3.4,122.55,532,4.6,Celebes Sea,2020-04-27 13:11:31.456,2020,4,27,13,11,-1,Anomaly
2020/04/30,22:09:11.290,-7.43,121.04,472,3.6,Flores Sea,2020-04-30 22:09:11.290,2020,4,30,22,9,-1,Anomaly
2020/05/13,03:36:24.001,-7.48,119.96,420,4.1,Flores Sea,2020-05-13 03:36:24.001,2020,5,13,3,36,-1,Anomaly
2020/05/14,20:41:55.572,1.87,122.74,443,3.9,Minahassa Peninsula - Sulawesi,2020-05-14 20:41:55.572,2020,5,14,20,41,-1,Anomaly
2020/05/14,11:00:38.647,3.62,122.89,525,4.4,Celebes Sea,2020-05-14 11:00:38.647,2020,5,14,11,0,-1,Anomaly
2020/05/14,11:00:38.077,3.72,122.85,527,4.0,Celebes Sea,2020-05-14 11:00:38.077,2020,5,14,11,0,-1,Anomaly
2020/05/24,10:34:52.112,-6.94,125.16,535,4.0,Banda Sea,2020-05-24 10:34:52.112,2020,5,24,10,34,-1,Anomaly
2020/05/27,19:18:43.488,-7.07,123.39,621,4.7,Banda Sea,2020-05-27 19:18:43.488,2020,5,27,19,18,-1,Anomaly
2020/06/03,20:13:47.538,4.82,122.84,578,4.5,Celebes Sea,2020-06-03 20:13:47.538,2020,6,3,20,13,-1,Anomaly
2020/06/03,15:54:03.985,-7.08,116.87,653,5.7,Bali Sea,2020-06-03 15:54:03.985,2020,6,3,15,54,-1,Anomaly
2020/06/03,15:54:03.985,-7.08,116.87,653,5.7,Bali Sea,2020-06-03 15:54:03.985,2020,6,3,15,54,-1,Anomaly
2020/06/10,09:59:11.525,2.84,123.13,457,4.4,Celebes Sea,2020-06-10 09:59:11.525,2020,6,10,9,59,-1,Anomaly
2020/06/10,01:25:31.988,-6.85,111.84,631,4.3,Java - Indonesia,2020-06-10 01:25:31.988,2020,6,10,1,25,-1,Anomaly
